,10,20,40,80
100 -> 98  -> 113 -> 109 -> 104,33317.0,33371.0,33371.0,33749.0
101 -> 104 -> 111 -> 97  -> 109,33325.0,33347.0,33417.0,34529.0
108 -> 104 -> 111 -> 100 -> 99 ,33347.0,33407.0,33648.0,
112 -> 113 -> 103 -> 107 -> 96 ,33347.0,33428.0,33563.0,
103 -> 113 -> 100 -> 111 -> 104,33351.0,33447.0,33669.0,
98  -> 109 -> 99  -> 111 -> 100,33361.0,33407.0,33492.0,
112 -> 96  -> 103 -> 113 -> 109,33366.0,33372.0,33394.0,
97  -> 114 -> 108 -> 113 -> 100,33378.0,33439.0,33523.0,
112 -> 113 -> 104 -> 111 -> 100,33384.0,33411.0,33677.0,
99  -> 115 -> 108 -> 102 -> 114,33386.0,33395.0,,
113 -> 108 -> 115 -> 102 -> 114,33393.0,33410.0,33410.0,
107 -> 96  -> 98  -> 113 -> 100,33395.0,33395.0,33537.0,34636.0
104 -> 99  -> 109 -> 100 -> 111,33402.0,33406.0,33543.0,34253.0
106 -> 115 -> 108 -> 97  -> 114,33429.0,33460.0,33473.0,34401.0
96  -> 115 -> 109 -> 111 -> 97 ,33435.0,33484.0,,
115 -> 104 -> 111 -> 100 -> 109,33448.0,33497.0,33565.0,
115 -> 108 -> 102 -> 98  -> 104,33452.0,33476.0,33488.0,
113 -> 103 -> 98  -> 96  -> 107,33473.0,33487.0,33648.0,
114 -> 99  -> 115 -> 108 -> 113,33475.0,33501.0,33532.0,34014.0
113 -> 109 -> 104 -> 96  -> 107,33484.0,33516.0,33560.0,34765.0
114 -> 115 -> 108 -> 97  -> 102,33486.0,33489.0,33601.0,
101 -> 104 -> 111 -> 109 -> 97 ,33488.0,33510.0,33576.0,34689.0
113 -> 103 -> 109 -> 107 -> 98 ,33529.0,33534.0,33656.0,35027.0
99  -> 104 -> 100 -> 109 -> 111,33533.0,33547.0,33547.0,34563.0
106 -> 108 -> 115 -> 114 -> 97 ,33553.0,33565.0,33693.0,34926.0
114 -> 97  -> 115 -> 98  -> 100,33555.0,33593.0,33658.0,
106 -> 107 -> 109 -> 113 -> 104,33561.0,33582.0,33582.0,
103 -> 113 -> 109 -> 104 -> 96 ,33578.0,33653.0,33653.0,
112 -> 96  -> 103 -> 109 -> 104,33585.0,33602.0,33685.0,
103 -> 108 -> 107 -> 115 -> 102,33591.0,33591.0,33649.0,34837.0
109 -> 100 -> 99  -> 104 -> 111,33594.0,33609.0,33719.0,
103 -> 115 -> 107 -> 108 -> 102,33625.0,33664.0,33678.0,
114 -> 97  -> 108 -> 115 -> 104,33627.0,33687.0,33839.0,
109 -> 100 -> 99  -> 111 -> 101,33627.0,33660.0,33806.0,
113 -> 103 -> 98  -> 107 -> 96 ,33628.0,33654.0,33775.0,
102 -> 113 -> 99  -> 111 -> 100,33641.0,33691.0,,34794.0
104 -> 115 -> 108 -> 103 -> 107,33653.0,33667.0,,34883.0
101 -> 109 -> 111 -> 97  -> 106,33659.0,33659.0,33768.0,
112 -> 103 -> 107 -> 115 -> 108,33663.0,33698.0,33715.0,
103 -> 113 -> 104 -> 96  -> 107,33675.0,33716.0,,34871.0
101 -> 104 -> 97  -> 111 -> 109,33675.0,33698.0,33698.0,
108 -> 104 -> 115 -> 107 -> 103,33677.0,33709.0,33773.0,
100 -> 114 -> 115 -> 99  -> 113,33681.0,33736.0,,
108 -> 114 -> 97  -> 115 -> 100,33692.0,33730.0,,
107 -> 103 -> 113 -> 109 -> 104,33693.0,,,34547.0
98  -> 96  -> 107 -> 104 -> 115,33698.0,33735.0,33807.0,
102 -> 113 -> 111 -> 100 -> 109,33705.0,33709.0,,
103 -> 113 -> 104 -> 100 -> 111,,33747.0,,
104 -> 100 -> 99  -> 111 -> 109,,,33835.0,
104 -> 108 -> 103 -> 115 -> 107,,,,34888.0
106 -> 114 -> 108 -> 115 -> 97 ,,,,34890.0
106 -> 98  -> 96  -> 107 -> 109,,,,34595.0
107 -> 103 -> 113 -> 104 -> 109,,,,34896.0
107 -> 108 -> 97  -> 114 -> 115,,33750.0,,
111 -> 104 -> 99  -> 109 -> 100,,,,34990.0
111 -> 109 -> 101 -> 104 -> 99 ,,,33820.0,
111 -> 96  -> 112 -> 113 -> 107,,33731.0,33783.0,
112 -> 107 -> 103 -> 108 -> 115,,,,35034.0
112 -> 115 -> 107 -> 108 -> 102,,,33830.0,
115 -> 102 -> 114 -> 97  -> 108,,,33842.0,
115 -> 114 -> 108 -> 102 -> 98 ,,,,34960.0
115 -> 98  -> 108 -> 114 -> 97 ,,,,34937.0
96  -> 107 -> 113 -> 104 -> 109,,,,34581.0
98  -> 109 -> 111 -> 100 -> 99 ,,,,34973.0
99  -> 115 -> 108 -> 101 -> 114,,,33816.0,34226.0
