,10,20,40,80
113 -> 109 -> 107 -> 96  -> 98 ,32581.046287976456,32620.210277623835,32712.0813542526,34865.79071659469
96  -> 112 -> 107 -> 109 -> 103,32615.036565780763,32644.535060773494,32644.535060773494,33480.81904403361
96  -> 115 -> 108 -> 114 -> 97 ,32624.078377727652,32632.63770651694,32718.684962483418,34868.18641491421
115 -> 98  -> 96  -> 107 -> 104,32628.288207045633,32644.90211348732,32669.980581155523,34653.85754635694
108 -> 114 -> 97  -> 115 -> 99 ,32645.384722162198,32763.069865062946,32855.36893156302,33933.163739357115
102 -> 113 -> 103 -> 111 -> 100,32658.9058487875,32740.225663422276,33088.731816950014,34564.94599659816
99  -> 104 -> 111 -> 109 -> 100,32660.613807546335,32691.281672958976,32691.281672958976,33248.806219437436
96  -> 115 -> 113 -> 108 -> 100,32682.867989329694,32816.23001539628,32918.36974605954,
103 -> 113 -> 111 -> 100 -> 104,32711.633249810227,32816.51419224714,32930.4566769105,34585.692432380325
106 -> 107 -> 113 -> 109 -> 104,32713.706312625105,32751.63783835337,32758.47393410521,34535.49660110078
108 -> 115 -> 97  -> 114 -> 99 ,32715.803278491294,32738.476629046796,32738.476629046796,34417.72913772268
104 -> 98  -> 115 -> 114 -> 97 ,32719.03616682799,32724.53270004328,32765.102761910402,
103 -> 113 -> 107 -> 96  -> 109,32737.682961186045,32768.84703195873,32768.84703195873,
112 -> 102 -> 113 -> 100 -> 111,32738.920661198033,33045.373893799915,33045.373893799915,
108 -> 115 -> 114 -> 98  -> 97 ,32755.11225942191,32766.544184410603,32815.79521124578,34681.99923495117
96  -> 108 -> 97  -> 115 -> 114,32759.25864380379,32833.90527959572,32945.94195771862,34222.72703864497
114 -> 97  -> 115 -> 108 -> 107,32763.197495396733,32798.58899460548,32859.83618444958,34694.03253950123
104 -> 107 -> 109 -> 113 -> 106,32786.624978313324,32810.81988463099,32940.92553788743,34604.61226209419
104 -> 111 -> 100 -> 97  -> 106,32790.11229307241,32845.2051383364,33102.31074456731,34223.94493611995
114 -> 108 -> 98  -> 97  -> 102,32805.40223342947,32840.52448230254,33014.787050327584,34865.04300320661
96  -> 103 -> 113 -> 104 -> 109,32818.656428827286,32856.51908983229,32992.32870835552,34287.131353907476
112 -> 102 -> 113 -> 103 -> 115,32828.58153491687,32889.043303852515,33692.756839932605,
99  -> 104 -> 111 -> 100 -> 106,32829.93064043233,32958.22551052292,33002.7452100082,33489.23783262956
112 -> 108 -> 103 -> 115 -> 107,32832.71785998133,32834.143521472855,33103.25470009332,34235.19183107291
103 -> 113 -> 104 -> 109 -> 98 ,32841.5221022026,32861.61013824143,32919.08814278777,34991.95082969646
113 -> 103 -> 104 -> 107 -> 96 ,32843.76903689498,32886.817903516305,32947.91025562181,33970.266843520454
109 -> 104 -> 111 -> 99  -> 100,32849.313185752246,32873.30590691288,32992.763517065876,34202.426798740285
108 -> 115 -> 107 -> 103 -> 109,32850.0057264356,32875.51546276404,32968.17479602015,34473.17421844197
114 -> 115 -> 108 -> 102 -> 98 ,32851.365484869544,32882.50801945015,32921.09658370703,34072.52698824181
109 -> 111 -> 97  -> 101 -> 104,32859.82043507012,32880.179905672834,32935.94925954155,34063.53109757395
115 -> 100 -> 113 -> 114 -> 102,32860.12731855049,32923.13214422262,32952.73864752062,34619.97338531422
115 -> 108 -> 114 -> 102 -> 98 ,32869.00453074948,32879.7738255172,32911.585254517355,34205.93540039225
102 -> 103 -> 113 -> 100 -> 111,32869.99692702254,32953.37809631566,33143.048246249295,
115 -> 114 -> 98  -> 97  -> 102,32879.04783286867,32897.03440812272,33011.61665623124,34945.6205644107
104 -> 115 -> 107 -> 108 -> 102,32882.7657179077,32896.87583957049,32933.82348505096,34606.150357566454
99  -> 104 -> 111 -> 100 -> 97 ,32899.644878690095,32963.61399989451,33184.09460328325,34105.90478848998
108 -> 115 -> 114 -> 102 -> 98 ,32902.595321293906,32912.69818679841,32959.554406939074,34143.963271533416
115 -> 100 -> 108 -> 114 -> 102,32911.43765459307,32935.1373171355,33050.93713301096,34856.46008990154
109 -> 99  -> 104 -> 111 -> 100,32923.335842677705,32946.006637124985,32946.006637124985,33957.48080539645
107 -> 109 -> 113 -> 103 -> 112,32932.389413223274,32967.07363628784,32967.07363628784,34118.18337451293
115 -> 100 -> 108 -> 102 -> 114,32943.12790809391,32968.487270390106,33038.99283026908,34994.59775104112
106 -> 99  -> 100 -> 111 -> 109,32945.79636924342,32957.565520301396,33199.363467639865,34772.704234480436
112 -> 96  -> 103 -> 113 -> 107,32950.18325334932,32990.3599236713,33023.3261697133,34791.16277417523
102 -> 113 -> 111 -> 100 -> 99 ,32960.87772142624,33133.58742811727,33380.48692956002,
104 -> 100 -> 111 -> 109 -> 99 ,32961.844015797324,32984.178630900016,33069.11257869289,33895.21557249614
113 -> 109 -> 107 -> 98  -> 96 ,32983.84836102133,32994.74397991741,33165.199001096415,34571.46439683437
96  -> 103 -> 113 -> 107 -> 98 ,32998.783571030246,32998.80737824522,33270.29495864552,34502.831514040896
108 -> 102 -> 114 -> 115 -> 99 ,33002.182001430105,33054.758813873734,33125.72347002976,
99  -> 100 -> 104 -> 111 -> 109,33005.66677213005,33019.941021185405,33105.83351435898,34050.73710957008
98  -> 109 -> 99  -> 100 -> 111,33022.482406115865,33031.92611327392,33112.993099952815,
108 -> 114 -> 98  -> 97  -> 102,33036.57617190874,33048.0932088597,33260.34587434989,34875.75835785488
108 -> 114 -> 100 -> 111 -> 109,33039.95213121049,33102.040004096765,33191.421080351516,
96  -> 113 -> 103 -> 104 -> 109,33047.90908143171,33078.79700518645,33078.79700518645,34539.46109828472
100 -> 113 -> 109 -> 104 -> 112,33049.1299100468,33073.66725661898,33073.66725661898,
113 -> 100 -> 98  -> 109 -> 112,33058.8487624495,33107.04852171885,33150.66564847386,34689.23689685102
108 -> 97  -> 114 -> 115 -> 98 ,33071.42172798761,33147.249716756814,33397.343249772675,
107 -> 109 -> 103 -> 113 -> 104,33087.749607827835,33148.70487523096,33196.00658246087,34727.83756134104
108 -> 114 -> 100 -> 111 -> 104,33089.98224478269,33089.98224478269,33734.64125953758,
112 -> 113 -> 102 -> 111 -> 100,33099.99793621615,33186.154699384526,,
115 -> 114 -> 108 -> 98  -> 102,33102.568389725864,33109.36906896467,33132.47594282081,34526.370185031046
107 -> 96  -> 98  -> 111 -> 105,33112.738579472716,33160.73088606013,33197.0046402905,34257.949633874814
103 -> 113 -> 109 -> 107 -> 96 ,33113.54852797438,33139.94317888823,33235.53672857792,34941.74923639052
114 -> 97  -> 108 -> 104 -> 115,33121.64653712284,33206.700139973684,33273.57024257179,
111 -> 112 -> 113 -> 109 -> 103,33126.91915344514,33132.976499353106,33288.25514875105,
106 -> 112 -> 113 -> 109 -> 103,33130.9165217099,33179.86792039257,33237.79301899272,34505.185367711696
104 -> 111 -> 99  -> 100 -> 109,33178.943929465924,33193.99465340322,33316.42966918196,34276.46929774084
114 -> 97  -> 108 -> 111 -> 105,33193.22691394953,33214.87003578846,33403.97174608668,
115 -> 114 -> 108 -> 97  -> 102,33208.734429972115,33253.28932524113,33253.28932524113,
106 -> 99  -> 104 -> 111 -> 100,33214.9257269571,33225.0297840572,33374.37748521697,34189.634077315044
97  -> 114 -> 108 -> 104 -> 115,33218.12770640688,33261.18266348442,33379.70597151755,
106 -> 100 -> 99  -> 104 -> 109,33219.22555391294,33219.22555391294,33219.22555391294,34986.8185760745
96  -> 112 -> 109 -> 113 -> 103,33235.64961922497,33320.62881547339,33320.62881547339,33726.81124677001
104 -> 115 -> 98  -> 96  -> 107,33240.535096278516,33287.29369156943,33288.15569116153,
111 -> 96  -> 113 -> 103 -> 109,33261.59733578486,33339.52572022032,33435.156274187095,
96  -> 107 -> 113 -> 103 -> 109,33270.40931493554,33328.730751142255,33328.730751142255,34105.746051274626
103 -> 113 -> 111 -> 100 -> 99 ,33276.48854933806,33331.75341131561,33570.90770752557,
104 -> 101 -> 109 -> 97  -> 111,33288.610415957985,33289.419566644865,33397.37322977533,
112 -> 113 -> 103 -> 107 -> 98 ,33303.344647942286,33348.38429544262,33460.61436597946,
100 -> 98  -> 113 -> 109 -> 104,33317.19193080289,33371.06179169245,33371.06179169245,33749.397627877566
101 -> 104 -> 111 -> 97  -> 109,33325.99478497986,33347.124541672434,33417.7826719039,34529.53741482696
112 -> 113 -> 103 -> 107 -> 96 ,33347.01485236711,33428.87087156008,33563.81911509961,
108 -> 104 -> 111 -> 100 -> 99 ,33347.570907893525,33407.67577311496,33648.03360726879,
103 -> 113 -> 100 -> 111 -> 104,33351.70886975872,33447.982513523886,33669.43036840031,
98  -> 109 -> 99  -> 111 -> 100,33361.27675898595,33407.595343270834,33492.94476916919,
112 -> 96  -> 103 -> 113 -> 109,33366.56504548092,33372.13819917657,33394.62019543937,
97  -> 114 -> 108 -> 113 -> 100,33378.395983703216,33439.21916001122,33523.64260951911,
112 -> 113 -> 104 -> 111 -> 100,33384.81370104436,33411.41677296815,33677.71135298089,
99  -> 115 -> 108 -> 102 -> 114,33386.94047359294,33395.493976321966,,
113 -> 108 -> 115 -> 102 -> 114,33393.91985591235,33410.51722700844,33410.51722700844,
107 -> 96  -> 98  -> 113 -> 100,33395.58257539233,33395.58257539233,33537.06433340353,34636.422756748834
104 -> 99  -> 109 -> 100 -> 111,33402.273404576146,33406.46617399263,33543.87227991512,34253.16395353472
106 -> 115 -> 108 -> 97  -> 114,33429.81771730012,33460.79067779192,33473.85608297812,34401.16822128353
96  -> 115 -> 109 -> 111 -> 97 ,33435.094221954525,33484.79553965533,,
115 -> 104 -> 111 -> 100 -> 109,33448.611542847095,33497.95452406855,33565.15584260505,
115 -> 108 -> 102 -> 98  -> 104,33452.22686149493,33476.62275410586,33488.84266845483,
113 -> 103 -> 98  -> 96  -> 107,33473.33641433307,33487.1302212827,33648.346429151294,
114 -> 99  -> 115 -> 108 -> 113,33475.5356870574,33501.72298355102,33532.45908848135,34014.691302789106
113 -> 109 -> 104 -> 96  -> 107,33484.668699746486,33516.491092548866,33560.335629658075,34765.07818691652
114 -> 115 -> 108 -> 97  -> 102,33486.100655249546,33489.08891075397,33601.40690775397,
101 -> 104 -> 111 -> 109 -> 97 ,33488.97181636511,33510.17944187513,33576.3609505693,34689.96337182533
113 -> 103 -> 109 -> 107 -> 98 ,33529.25845140621,33534.88281181684,33656.34659139833,35027.412915481014
99  -> 104 -> 100 -> 109 -> 111,33533.75458179835,33547.47354092466,33547.47354092466,34563.64105840557
106 -> 108 -> 115 -> 114 -> 97 ,33553.39378676186,33565.55249790095,33693.867050057655,34926.33914039272
114 -> 97  -> 115 -> 98  -> 100,33555.40657808067,33593.5550336256,33658.76983904261,
106 -> 107 -> 109 -> 113 -> 104,33561.275560711736,33582.46594232825,33582.46594232825,
103 -> 113 -> 109 -> 104 -> 96 ,33578.71953726528,33653.453682119085,33653.453682119085,
112 -> 96  -> 103 -> 109 -> 104,33585.285167938935,33602.0617017892,33685.24502125752,
103 -> 108 -> 107 -> 115 -> 102,33591.25135547389,33591.25135547389,33649.690157085905,34837.20298320962
109 -> 100 -> 99  -> 104 -> 111,33594.67343059885,33609.07441243387,33719.516841328616,
103 -> 115 -> 107 -> 108 -> 102,33625.61723391089,33664.23525682418,33678.543743978764,
114 -> 97  -> 108 -> 115 -> 104,33627.15700348528,33687.28860517661,33839.54597187161,
109 -> 100 -> 99  -> 111 -> 101,33627.76161971445,33660.60923321292,33806.866561340255,
113 -> 103 -> 98  -> 107 -> 96 ,33628.02971138868,33654.21978033538,33775.3234057881,
102 -> 113 -> 99  -> 111 -> 100,33641.91941514762,33691.707988174036,,34794.7502620446
104 -> 115 -> 108 -> 103 -> 107,33653.59874234741,33667.4753323796,,34883.648889425225
101 -> 109 -> 111 -> 97  -> 106,33659.557864969356,33659.557864969356,33768.22780647685,
112 -> 103 -> 107 -> 115 -> 108,33663.4874579242,33698.0503891666,33715.485374027194,
101 -> 104 -> 97  -> 111 -> 109,33675.01587728859,33698.91322985187,33698.91322985187,
103 -> 113 -> 104 -> 96  -> 107,33675.09310848443,33716.80909956327,,34871.69679539946
108 -> 104 -> 115 -> 107 -> 103,33677.684084101485,33709.16459309828,33773.10517007936,
100 -> 114 -> 115 -> 99  -> 113,33681.14107041522,33736.084959314205,,
108 -> 114 -> 97  -> 115 -> 100,33692.49581806983,33730.29416086762,,
107 -> 103 -> 113 -> 109 -> 104,33693.23242443471,,,34547.53544551328
98  -> 96  -> 107 -> 104 -> 115,33698.07673221789,33735.633528827995,33807.76358177348,
102 -> 113 -> 111 -> 100 -> 109,33705.89797449342,33709.97814298325,,
103 -> 113 -> 104 -> 100 -> 111,,33747.16351214182,,
104 -> 100 -> 99  -> 111 -> 109,,,33835.5517206271,
104 -> 108 -> 103 -> 115 -> 107,,,,34888.717610698106
106 -> 114 -> 108 -> 115 -> 97 ,,,,34890.259374364556
106 -> 98  -> 96  -> 107 -> 109,,,,34595.007755063045
107 -> 103 -> 113 -> 104 -> 109,,,,34896.60403374463
107 -> 108 -> 97  -> 114 -> 115,,33750.174122573764,,
111 -> 104 -> 99  -> 109 -> 100,,,,34990.66159704355
111 -> 109 -> 101 -> 104 -> 99 ,,,33820.9691375049,
111 -> 96  -> 112 -> 113 -> 107,,33731.122702139306,33783.1553204285,
112 -> 107 -> 103 -> 108 -> 115,,,,35034.68873647233
112 -> 115 -> 107 -> 108 -> 102,,,33830.66137253688,
115 -> 102 -> 114 -> 97  -> 108,,,33842.372404855705,
115 -> 114 -> 108 -> 102 -> 98 ,,,,34960.696197463025
115 -> 98  -> 108 -> 114 -> 97 ,,,,34937.35065728899
96  -> 107 -> 113 -> 104 -> 109,,,,34581.82586786647
98  -> 109 -> 111 -> 100 -> 99 ,,,,34973.48917374582
99  -> 115 -> 108 -> 101 -> 114,,,33816.018739623854,34226.626193578755
